district,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Xuhui,31.21278,121.56217,11000,2,2,2,0,80,0,detached lane house,residential,1,1,0,1,1,1,0,0,5
Jing'an,31.21278,121.56217,11000,3,1,1,0,100,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,31.24863,121.47429,11000,2,2,2,0,80,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,2,1,0,70,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,1,1,0,85,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11000,1,1,1,0,75,0,attached lane house,multi-use,0,1,0,1,1,0,0,0,3
Jing'an,31.21278,121.56217,11000,2,1,1,0,80,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11000,1,1,1,0,41,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11000,2,2,1,0,65,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,1,1,1,58,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11000,2,1,1,0,75,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,2,1,0,80,0,public housing,residential,1,0,0,0,0,0,1,0,2
Jing'an,31.21278,121.56217,11000,1,2,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11000,1,2,1,0,70,0,attached lane house,multi-use,1,0,0,0,1,0,1,1,4
Changning,31.21278,121.56217,11000,1,1,1,0,45,0,public housing,residential,1,1,0,0,1,1,0,0,4
Jing'an,31.21278,121.56217,11000,2,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,1,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21854,121.449283,11000,2,2,1,0,70,0,attached lane house,multi-use,0,1,1,1,1,0,0,0,4
Jing'an,31.21278,121.56217,11000,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,2,1,0,65,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,1,1,0,80,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Changning,31.21278,121.56217,11000,1,1,1,0,60,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,11000,2,2,1,1,100,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Jing'an,31.21278,121.56217,11000,1,1,1,0,35,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,11000,2,1,1,0,70,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,11111,1,2,1,1,65,0,detached lane house,residential,1,1,0,1,1,0,0,0,4
Xuhui,31.21278,121.56217,11200,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.224469,121.437992,11500,1,1,1,0,60,0,attached lane house,residential,0,1,1,0,1,1,0,0,4
Huangpu,31.21278,121.56217,11500,1,2,1,1,62,1,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11500,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11500,2,2,1,0,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Changning,31.21278,121.56217,11500,3,1,1,0,118,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,11500,3,1,1,0,65,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,11500,1,2,1,1,50,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,11500,2,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,1,1,0,4
Jing'an,31.21278,121.56217,11500,1,1,1,1,60,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11500,1,2,1,0,80,0,attached lane house,residential,0,1,1,0,0,1,0,0,3
Changning,31.21278,121.56217,11500,1,1,1,0,43,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11500,1,1,1,0,60,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11500,1,1,1,1,60,0,detached lane house,multi-use,1,1,0,0,1,0,0,0,3
Changning,31.21278,121.56217,11500,2,1,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,11500,1,1,1,0,60,0,detached lane house,multi-use,1,1,0,1,1,0,0,0,4
Jing'an,31.21278,121.56217,11500,1,1,1,0,55,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
Changning,31.21278,121.56217,11500,2,2,2,0,70,0,public housing,residential,0,1,1,1,0,0,0,1,4
Xuhui,31.21278,121.56217,11500,1,1,1,0,70,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,31.206823,121.435295,11500,1,2,1,0,75,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,11500,1,1,1,0,55,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,11500,1,2,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.225797,121.479756,11500,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,11500,1,2,1,0,75,0,public housing,residential,1,1,1,0,1,0,0,0,4
Huangpu,31.21278,121.56217,11500,1,1,1,0,70,1,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,11500,1,1,1,0,22,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,31.21278,121.56217,11500,1,1,1,0,65,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,11500,1,2,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Huangpu,31.210898,121.478499,11500,1,1,1,0,70,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,11500,1,2,1,0,70,0,attached lane house,multi-use,0,1,0,1,0,0,0,1,3
Xuhui,31.21278,121.56217,11600,1,2,1,0,98,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11800,1,2,1,0,70,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11800,1,2,1,0,60,0,attached lane house,multi-use,1,1,0,1,1,1,1,0,6
Xuhui,31.21278,121.56217,11800,1,1,1,0,52,1,detached lane house,residential,0,1,0,0,1,0,0,1,3
Changning,31.21278,121.56217,11800,1,2,1,0,55,0,public housing,residential,1,1,1,0,1,0,0,0,4
Changning,31.21278,121.56217,11800,1,1,1,0,65,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11800,1,2,1,1,85,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,11800,2,2,1,0,10,0,attached lane house,residential,1,0,0,0,0,1,0,0,2
Changning,31.21278,121.56217,11800,1,2,1,0,65,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,11800,1,1,1,1,60,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,11800,1,1,1,0,60,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11800,2,1,1,0,70,0,public housing,residential,1,0,0,0,0,0,1,0,2
Changning,31.21278,121.56217,11800,1,2,1,0,65,0,public housing,residential,1,1,1,0,1,0,0,0,4
Huangpu,31.21278,121.56217,11800,2,1,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11800,1,1,1,0,65,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21490573,121.4784258,11800,1,1,1,0,80,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,11800,1,2,1,0,65,0,public housing,multi-use,1,1,1,0,0,0,0,0,3
Xuhui,31.21278,121.56217,11800,1,1,1,0,65,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,11800,2,1,1,1,90,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11800,1,1,1,0,65,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,11800,1,2,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Huangpu,31.21278,121.56217,11800,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11800,2,2,1,0,85,0,detached lane house,residential,1,0,0,0,1,1,1,1,5
Changning,31.22555,121.42648,11800,1,2,1,0,75,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,11800,1,0,1,0,40,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11800,2,1,1,0,78,0,public housing,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,11800,1,1,1,0,65,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11800,2,1,1,0,85,0,attached lane house,residential,1,1,1,1,1,1,1,1,8
Xuhui,31.21278,121.56217,11800,2,1,1,0,85,0,attached lane house,multi-use,1,0,0,1,1,1,0,0,4
Huangpu,31.21278,121.56217,11800,1,2,1,1,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,11900,1,1,1,0,60,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,11900,1,1,1,0,42,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,11999,1,1,1,0,50,1,attached lane house,residential,1,0,0,0,1,0,1,0,3
Changning,31.21278,121.56217,11999,2,1,1,0,60,0,attached lane house,residential,1,1,0,0,0,0,1,0,3
Changning,31.21278,121.56217,12000,1,2,1,0,60,0,detached lane house,residential,1,1,0,1,1,0,1,0,5
Xuhui,31.21278,121.56217,12000,1,1,1,1,45,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12000,1,1,1,1,70,0,attached lane house,residential,0,1,0,0,1,1,0,0,3
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,public housing,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,12000,1,2,1,0,65,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,12000,1,2,1,0,75,0,detached lane house,multi-use,0,0,0,0,1,0,0,1,2
Xuhui,31.21278,121.56217,12000,2,1,1,0,70,0,public housing,residential,0,1,0,0,1,0,0,0,2
Pudong,31.21278,121.56217,12000,3,2,2,1,175,1,villa,residential,1,1,1,1,1,1,0,0,6
Huangpu,31.21278,121.56217,12000,2,2,1,0,100,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Huangpu,31.21278,121.56217,12000,1,1,1,1,50,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Changning,31.21822,121.43709,12000,1,2,2,0,85,1,public housing,multi-use,1,0,0,0,1,1,1,0,4
Huangpu,31.21278,121.56217,12000,2,2,1,0,80,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,12000,1,2,1,0,70,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,12000,1,2,1,1,68,0,detached lane house,multi-use,1,1,0,0,1,0,1,1,5
Xuhui,31.21278,121.56217,12000,1,2,1,0,70,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,12000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,60,0,public housing,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12000,1,1,1,0,65,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,31.21278,121.56217,12000,1,1,1,0,70,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,public housing,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,12000,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,2,2,1,0,95,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Huangpu,31.210301,121.471657,12000,1,2,1,0,65,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,2,1,0,70,0,public housing,residential,1,1,0,0,0,0,1,1,4
Changning,31.21822,121.43709,12000,2,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,12000,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,12000,2,1,1,0,70,0,public housing,residential,0,0,0,0,0,1,0,0,1
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,12000,2,2,1,0,75,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,2,2,1,0,78,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,60,0,public housing,residential,1,1,1,1,0,0,0,0,4
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,public housing,multi-use,1,0,1,1,1,1,0,0,5
Xuhui,31.21607,121.44443,12000,1,0,1,0,50,0,public housing,residential,1,1,0,0,0,1,1,1,5
Jing'an,31.21278,121.56217,12000,2,2,1,0,80,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,12000,1,2,1,0,75,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,12000,1,2,1,0,70,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,45,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,12000,2,1,1,0,70,0,detached lane house,residential,1,0,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,12000,1,2,1,0,70,0,detached lane house,residential,1,1,0,0,1,1,0,0,4
Jing'an,31.21278,121.56217,12000,1,2,1,1,70,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,12000,1,1,1,0,40,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,55,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.210678,121.47155,12000,2,2,1,0,100,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Huangpu,31.21278,121.56217,12000,2,2,1,0,80,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,12000,2,2,1,0,100,0,attached lane house,multi-use,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,12000,1,2,1,0,70,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Pudong,31.176016,121.516536,12000,3,2,3,0,136,0,attached lane house,residential,0,1,1,1,0,1,0,0,4
Jing'an,31.21278,121.56217,12000,2,1,1,1,60,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,12000,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,12000,2,1,1,0,70,0,public housing,residential,1,1,0,0,0,0,0,0,2
Minhang,31.21278,121.56217,12000,1,2,1,0,65,0,public housing,residential,1,0,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,12000,1,1,1,0,60,0,public housing,residential,0,0,0,0,0,1,1,0,2
Xuhui,31.21278,121.56217,12000,2,2,1,1,60,0,attached lane house,residential,0,1,1,1,1,0,1,0,5
Xuhui,31.215738,121.471985,12000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Qingpu,31.21278,121.56217,12000,4,3,4,0,310,0,villa,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,12000,1,1,1,0,50,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,2,1,1,0,80,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,2,1,1,0,100,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,12000,1,2,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Pudong,31.21278,121.56217,12000,2,1,1,0,95,0,public housing,residential,1,1,0,1,1,0,1,0,5
Xuhui,31.21278,121.56217,12000,1,0,1,0,55,0,detached lane house,multi-use,1,1,1,1,0,0,0,0,4
Jing'an,31.21278,121.56217,12000,1,1,1,1,26,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,40,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,12000,1,2,1,0,80,0,attached lane house,residential,1,0,0,0,0,1,1,0,3
Xuhui,31.21278,121.56217,12000,1,1,1,0,68,0,detached lane house,residential,1,1,0,0,1,0,1,1,5
Jing'an,31.21278,121.56217,12000,1,2,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,12000,1,2,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,2,1,0,80,0,detached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,31.187436,121.443522,12000,2,2,1,0,72,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,1,0,2
Xuhui,31.21278,121.56217,12000,2,1,1,1,80,0,attached lane house,residential,1,0,0,0,1,1,1,0,4
Xuhui,31.21278,121.56217,12000,1,2,1,0,70,0,detached lane house,multi-use,0,1,1,1,1,1,0,0,5
Huangpu,31.21278,121.56217,12000,2,1,1,0,48,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,12000,1,1,1,0,40,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,2,1,0,80,0,public housing,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12000,2,1,1,0,70,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12000,3,1,1,0,100,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,12000,1,1,1,0,65,0,attached lane house,residential,1,0,0,1,0,0,0,0,2
Changning,31.205815,121.41934,12000,1,2,1,0,60,0,attached lane house,multi-use,1,1,1,1,0,1,0,0,5
Xuhui,31.21278,121.56217,12000,1,1,1,0,60,0,detached lane house,residential,1,1,0,1,1,0,1,1,6
Jing'an,31.21278,121.56217,12000,1,2,1,0,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,2,1,1,0,75,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,12000,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,12000,1,1,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,2,1,1,0,75,0,public housing,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,12000,1,2,1,0,50,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,12000,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,12000,1,1,1,1,50,0,attached lane house,residential,1,0,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,12000,1,1,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12000,1,1,1,0,65,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,12500,1,1,1,1,50,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Huangpu,31.21278,121.56217,12500,1,1,1,0,70,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12500,1,1,1,1,40,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Huangpu,31.21278,121.56217,12500,1,1,1,0,58,0,attached lane house,residential,1,0,0,0,0,0,1,1,3
Jing'an,31.21278,121.56217,12500,1,1,1,0,35,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12500,2,1,2,0,70,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,12500,1,1,1,0,75,0,detached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,12500,1,2,1,0,46,0,attached lane house,residential,1,1,0,1,1,0,1,0,5
Jing'an,31.21278,121.56217,12500,1,1,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,12500,2,2,1,0,80,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,12500,1,2,1,1,52,0,detached lane house,multi-use,1,0,0,0,0,0,1,1,3
Xuhui,31.21278,121.56217,12500,1,1,1,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21822,121.43709,12500,2,1,2,0,100,0,public housing,multi-use,1,1,0,1,1,1,1,0,6
Xuhui,31.21278,121.56217,12500,1,2,1,1,60,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Huangpu,31.21278,121.56217,12500,2,1,1,1,80,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,12500,2,1,1,0,90,0,public housing,residential,1,0,0,0,0,0,1,0,2
Huangpu,31.21278,121.56217,12500,2,1,2,0,80,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,12500,1,2,1,0,50,0,attached lane house,residential,1,1,0,1,0,1,0,0,4
Huangpu,31.21278,121.56217,12500,2,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,12500,1,1,1,0,75,0,detached lane house,multi-use,0,1,0,0,0,1,0,0,2
Huangpu,31.21278,121.56217,12500,1,2,1,1,50,0,detached lane house,residential,1,0,0,0,1,0,1,1,4
Xuhui,31.21278,121.56217,12500,1,2,1,0,75,0,detached lane house,residential,1,0,0,0,1,1,0,1,4
Xuhui,31.21278,121.56217,12500,2,2,1,0,80,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,12500,2,1,1,0,65,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,12500,2,2,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,12500,2,2,1,0,90,0,public housing,residential,0,0,0,0,0,1,0,0,1
Jing'an,31.21278,121.56217,12500,1,1,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,1,2
Xuhui,31.21278,121.56217,12500,1,1,1,0,60,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Huangpu,31.21278,121.56217,12500,2,1,1,0,80,0,detached lane house,multi-use,0,0,0,0,0,1,0,0,1
Huangpu,31.21278,121.56217,12500,2,2,1,0,90,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,12500,1,1,1,0,65,0,public housing,residential,1,0,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,12500,2,2,1,0,90,0,attached lane house,multi-use,1,0,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,12500,2,1,1,0,78,0,public housing,multi-use,1,1,0,1,1,0,0,0,4
Xuhui,31.21278,121.56217,12500,1,1,1,0,55,0,attached lane house,residential,0,1,1,1,0,1,0,0,4
Xuhui,31.21278,121.56217,12500,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21607,121.44443,12500,1,2,1,0,70,0,attached lane house,multi-use,0,0,0,0,1,0,0,1,2
Xuhui,31.21278,121.56217,12600,2,2,1,1,120,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,12600,1,1,1,1,40,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Jing'an,31.21278,121.56217,12600,1,1,1,1,40,0,detached lane house,residential,1,1,1,1,0,1,1,0,6
Changning,31.206186,121.421434,12800,1,2,1,0,75,0,public housing,residential,1,1,0,0,1,0,1,0,4
Changning,31.21278,121.56217,12800,2,2,1,0,100,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12800,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,12800,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,12800,1,1,1,0,60,0,attached lane house,residential,0,1,0,0,1,1,0,0,3
Huangpu,31.21278,121.56217,12800,1,1,1,0,75,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,12800,1,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Jing'an,31.219592,121.455877,12800,2,1,1,1,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,12800,2,2,1,0,65,0,attached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,12800,2,1,1,0,90,0,public housing,residential,0,1,0,1,1,0,0,0,3
Jing'an,31.21278,121.56217,12800,2,1,1,0,88,0,public housing,multi-use,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,12800,1,1,1,0,80,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,12800,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,12800,2,2,1,0,105,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
