district,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Xuhui,31.21278,121.56217,9500,1,1,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Hongkou,31.21278,121.56217,9500,4,1,2,0,133,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,9500,1,1,1,0,58,0,public housing,residential,0,1,1,0,1,0,0,0,3
Jing'an,31.21278,121.56217,9500,1,1,1,1,35,0,attached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,9500,1,1,1,0,40,0,detached lane house,multi-use,1,1,0,0,0,0,1,0,3
Jing'an,31.21278,121.56217,9500,1,2,1,0,50,0,public housing,residential,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9500,1,1,1,0,75,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.20695,121.455515,9500,2,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9500,1,1,1,0,50,0,public housing,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,9500,1,1,1,0,40,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Huangpu,31.21278,121.56217,9500,2,2,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,9500,1,2,1,0,80,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.223199,121.456286,9500,1,1,1,1,50,0,attached lane house,multi-use,1,1,1,0,1,0,1,0,5
Jing'an,31.21278,121.56217,9500,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9500,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9500,1,2,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Huangpu,31.21278,121.56217,9500,1,1,1,1,25,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,9500,1,1,1,0,80,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,31.21278,121.56217,9500,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9500,2,1,1,0,55,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9500,2,2,1,0,100,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Changning,31.21278,121.56217,9500,1,1,1,0,58,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,9500,1,1,1,1,40,0,detached lane house,multi-use,1,1,0,0,0,0,0,1,3
Changning,31.21278,121.56217,9500,2,2,1,0,120,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9600,2,2,1,0,80,0,attached lane house,residential,1,1,1,0,0,1,1,0,5
Jing'an,31.21278,121.56217,9600,1,1,1,0,55,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,9600,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Changning,31.216306,121.434246,9800,1,1,1,0,60,0,detached lane house,residential,1,1,0,1,0,1,0,1,5
Xuhui,31.21278,121.56217,9800,1,1,1,0,55,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,9800,1,2,1,0,60,0,detached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9800,2,1,1,0,70,0,public housing,residential,0,1,1,0,1,0,0,0,3
Huangpu,31.20663,121.465616,9800,2,1,1,0,78,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,9800,1,1,1,0,55,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Changning,31.21278,121.56217,9800,2,1,1,0,52,0,public housing,residential,0,1,0,0,0,0,0,1,2
Huangpu,31.21278,121.56217,9800,1,2,1,0,55,0,detached lane house,multi-use,0,0,0,0,0,1,0,0,1
Xuhui,31.21278,121.56217,9800,2,1,1,0,65,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,9800,1,2,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9800,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,0,0,1,1,0,4
Huangpu,31.21278,121.56217,9800,2,1,1,0,78,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,9800,1,1,1,1,50,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Huangpu,31.21278,121.56217,9800,1,1,1,0,55,0,public housing,residential,1,1,0,0,0,0,1,1,4
Huangpu,31.21490573,121.4784258,9800,2,1,1,0,75,0,public housing,residential,1,1,0,1,1,0,0,0,4
Changning,31.21278,121.56217,9800,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,31.228061,121.427375,9800,1,1,1,0,65,0,detached lane house,multi-use,0,1,0,1,1,0,0,0,3
Changning,31.21278,121.56217,9800,1,1,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,9800,1,2,1,1,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,9800,1,1,1,1,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,9800,1,1,1,1,40,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,9800,1,1,1,0,50,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,9800,1,1,1,0,70,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,9800,1,1,1,0,40,0,public housing,residential,1,1,0,0,0,0,0,0,2
Changning,31.21278,121.56217,9800,2,1,1,0,90,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9800,2,1,1,0,80,0,detached lane house,residential,1,1,1,0,0,0,0,0,3
Jing'an,31.21278,121.56217,9800,1,1,1,0,40,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Jing'an,31.21278,121.56217,9800,1,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,9800,1,1,1,1,25,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9800,1,1,1,0,70,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9800,1,2,1,0,65,0,attached lane house,residential,1,1,0,1,1,0,1,0,5
Xuhui,31.21278,121.56217,9800,1,1,1,0,60,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Changning,31.21278,121.56217,9800,1,1,1,0,55,0,public housing,residential,0,1,1,0,1,0,0,0,3
Changning,31.21822,121.43709,9800,2,1,1,0,70,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21607,121.44443,9900,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9900,1,1,1,0,80,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.20638035,121.4651336,9900,1,1,1,0,60,0,public housing,residential,1,1,0,0,1,0,0,0,3
Jing'an,31.21278,121.56217,9996,1,2,1,1,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Changning,31.21278,121.56217,9999,1,2,1,0,65,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,10000,1,2,1,0,80,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Huangpu,31.21278,121.56217,10000,1,2,1,0,60,0,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,10000,1,1,1,0,70,0,public housing,residential,0,1,1,0,0,0,0,1,3
Xuhui,31.21278,121.56217,10000,1,1,1,1,60,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Changning,31.21278,121.56217,10000,1,2,1,0,66,0,public housing,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,10000,1,1,1,1,65,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,10000,1,2,1,1,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10000,2,2,1,0,105,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,10000,1,2,2,1,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,10000,2,2,1,0,90,0,attached lane house,residential,1,1,1,0,0,0,0,0,3
Pudong,31.21278,121.56217,10000,2,0,1,0,52,0,public housing,residential,1,0,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,10000,1,2,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,0,58,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,2,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,10000,2,1,2,1,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,0,40,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Huangpu,31.21278,121.56217,10000,2,1,1,0,75,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,2,1,1,65,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.2104,121.459269,10000,1,1,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,31.21909,121.45666,10000,1,2,1,0,55,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,10000,1,1,1,0,65,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10000,1,2,1,0,50,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,10000,1,1,1,0,70,0,public housing,residential,1,1,0,0,0,0,1,0,3
Xuhui,31.21278,121.56217,10000,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,10000,2,1,1,0,80,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,10000,2,2,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,1,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10000,1,1,1,0,46,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Huangpu,31.21278,121.56217,10000,2,1,1,1,80,0,detached lane house,multi-use,1,1,1,0,1,0,1,0,5
Huangpu,31.21278,121.56217,10000,1,1,1,1,65,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,31.21278,121.56217,10000,2,1,1,0,70,0,attached lane house,residential,0,1,0,1,1,1,0,0,4
Xuhui,31.21278,121.56217,10000,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,0,1,0,0,3
Xuhui,31.21278,121.56217,10000,2,1,1,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,10000,3,1,2,0,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,10000,1,1,1,0,60,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Pudong,31.21278,121.56217,10000,1,2,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,31.21854,121.449283,10000,1,2,1,1,60,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,31.21278,121.56217,10000,1,2,1,0,70,0,detached lane house,residential,0,1,1,1,0,1,0,0,4
Huangpu,31.21278,121.56217,10000,1,1,1,0,50,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,10000,1,1,1,1,40,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,10000,1,1,1,0,60,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,10000,1,1,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,1,4
Changning,31.21278,121.56217,10000,2,1,1,0,60,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,10000,1,1,1,0,40,0,public housing,multi-use,0,1,0,0,1,0,1,0,3
Jing'an,31.21278,121.56217,10000,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,1,0,4
Changning,31.21822,121.43709,10000,1,1,1,0,70,1,detached lane house,multi-use,0,0,1,1,1,0,0,0,3
Jing'an,31.226852,121.458991,10000,2,2,1,0,85,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,10000,1,1,1,0,41,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Huangpu,31.21278,121.56217,10000,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10000,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,10000,2,1,2,0,65,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,10000,1,1,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,10000,1,1,1,1,50,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,10000,1,1,1,0,70,1,detached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,10000,1,1,1,0,70,0,attached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,31.21278,121.56217,10000,2,1,1,0,85,0,public housing,residential,0,0,0,0,1,0,0,1,2
Xuhui,31.21278,121.56217,10000,3,2,1,0,100,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.20695,121.455515,10000,1,2,1,0,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Pudong,31.21278,121.56217,10230,3,2,1,0,120,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,10300,1,2,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,10300,1,2,1,0,54,0,public housing,multi-use,1,0,0,0,1,0,1,0,3
Changning,31.21278,121.56217,10300,1,1,1,0,62,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10450,1,1,1,0,46,0,villa,residential,0,1,1,0,1,0,0,0,3
Jing'an,31.21278,121.56217,10500,1,2,1,0,98,0,detached lane house,residential,1,0,1,0,1,0,1,0,4
Xuhui,31.21278,121.56217,10500,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Jing'an,31.21278,121.56217,10500,1,1,1,0,70,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.20167,121.44938,10500,1,2,1,0,60,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10500,1,1,1,0,60,0,public housing,residential,0,0,0,0,1,0,0,1,2
Jing'an,31.21278,121.56217,10500,2,0,1,0,60,0,public housing,multi-use,0,1,0,1,1,0,0,1,4
Huangpu,31.21278,121.56217,10500,1,1,1,0,60,0,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,10500,1,2,1,0,65,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,10500,1,0,1,0,48,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,31.21278,121.56217,10500,1,2,1,0,60,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10500,1,1,1,0,50,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,10500,2,2,2,0,110,0,attached lane house,multi-use,1,1,0,1,0,0,0,1,4
Jing'an,31.21278,121.56217,10500,1,2,1,0,65,1,attached lane house,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,10500,1,2,1,0,70,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,10500,2,2,1,0,60,0,public housing,residential,1,1,0,1,0,0,0,0,3
Huangpu,31.21278,121.56217,10500,1,2,1,0,60,0,attached lane house,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,10500,1,1,1,0,40,1,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10500,1,1,1,0,87,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,10500,1,1,1,0,70,0,attached lane house,multi-use,1,1,0,1,1,0,1,0,5
Huangpu,31.21278,121.56217,10500,1,1,1,1,50,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.24863,121.47429,10500,1,2,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,10500,1,2,2,0,70,0,detached lane house,residential,0,1,1,0,1,1,0,0,4
Huangpu,31.21278,121.56217,10500,1,1,1,1,50,0,attached lane house,multi-use,0,1,0,1,0,0,1,1,4
Jing'an,31.21278,121.56217,10500,2,1,1,0,55,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,10500,1,1,1,0,65,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,10500,1,1,1,1,45,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Changning,31.206186,121.421434,10500,2,2,1,0,72,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,10500,1,1,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10500,1,2,1,0,50,0,attached lane house,multi-use,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,10500,1,1,1,0,55,0,detached lane house,multi-use,1,1,0,1,1,0,1,0,5
Xuhui,31.21278,121.56217,10500,2,1,1,0,85,0,detached lane house,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,31.21278,121.56217,10500,1,2,1,1,60,0,detached lane house,residential,1,1,0,0,1,1,0,1,5
Jing'an,31.21278,121.56217,10600,2,2,2,1,60,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Jing'an,31.21278,121.56217,10800,1,2,1,0,70,0,detached lane house,residential,1,1,0,1,1,0,0,0,4
Jing'an,31.24863,121.47429,10800,1,2,1,0,68,0,public housing,residential,1,1,0,0,0,0,0,0,2
Jing'an,31.227619,121.438217,10800,1,2,1,0,60,0,public housing,residential,1,1,1,0,1,0,0,1,5
Jing'an,31.21278,121.56217,10800,1,1,1,0,60,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,10800,1,1,1,0,50,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10800,1,1,1,0,65,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,10800,2,1,1,0,65,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,10800,1,1,1,0,70,0,public housing,residential,1,1,0,0,0,0,0,1,3
Jing'an,31.21278,121.56217,10800,1,1,1,0,70,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,10800,1,1,1,0,55,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Yangpu,31.21278,121.56217,10800,2,1,1,0,66,0,public housing,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,10800,1,0,1,0,45,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,10800,1,1,1,1,78,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,10800,1,1,1,1,60,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Huangpu,31.21278,121.56217,10800,1,2,1,0,65,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,10800,2,2,2,0,120,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,10800,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,10800,1,2,1,0,80,0,attached lane house,multi-use,0,0,0,0,0,1,0,0,1
Changning,31.21278,121.56217,10800,3,1,1,0,80,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,10800,2,2,1,0,76,0,detached lane house,residential,1,1,0,1,1,0,0,0,4
Jing'an,31.21278,121.56217,10800,1,2,1,0,60,0,public housing,residential,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,10900,1,0,1,0,38,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,11000,1,1,1,0,80,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11000,2,2,1,0,100,0,detached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,11000,2,1,1,0,100,0,public housing,multi-use,0,1,0,0,0,1,0,0,2
Jing'an,31.21278,121.56217,11000,2,2,1,0,90,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Xuhui,31.21278,121.56217,11000,1,1,1,0,80,1,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,1,1,1,50,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,11000,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,1,1,0,68,0,detached lane house,residential,0,1,1,1,1,1,0,0,5
Changning,31.21278,121.56217,11000,2,2,2,0,100,0,public housing,multi-use,1,1,1,0,0,0,1,0,4
Xuhui,31.21278,121.56217,11000,1,1,1,0,70,0,detached lane house,residential,0,1,0,0,1,0,0,1,3
Huangpu,31.21278,121.56217,11000,1,2,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11000,2,2,1,0,65,0,public housing,residential,0,0,1,0,0,0,0,0,1
Jing'an,31.21278,121.56217,11000,2,2,1,1,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,11000,2,2,1,0,70,0,public housing,residential,0,0,0,0,1,1,0,0,2
Huangpu,31.21278,121.56217,11000,1,1,1,0,65,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,11000,1,1,1,1,65,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,11000,1,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Changning,31.21278,121.56217,11000,1,1,1,0,30,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
Jing'an,31.21278,121.56217,11000,1,1,1,0,52,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.218124,121.462857,11000,1,1,1,0,60,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.20167,121.44938,11000,1,1,1,0,70,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,1,1,0,65,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,11000,2,2,1,0,100,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,11000,2,1,1,0,90,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,1,1,1,76,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,11000,2,1,1,0,85,0,public housing,residential,0,0,0,0,1,0,0,1,2
Xuhui,31.21278,121.56217,11000,1,2,1,0,60,0,attached lane house,multi-use,1,0,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,11000,1,2,1,0,70,0,detached lane house,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,11000,1,1,1,0,70,0,attached lane house,multi-use,0,0,0,0,0,1,0,0,1
Jing'an,31.24185713,121.4426885,11000,2,2,1,0,100,0,attached lane house,multi-use,0,0,0,0,0,0,0,0,0
Changning,31.21278,121.56217,11000,2,2,1,0,70,0,public housing,multi-use,1,1,1,1,1,0,1,1,7
Huangpu,31.204049,121.482129,11000,2,2,1,0,88,1,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,11000,1,2,1,0,75,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,11000,1,1,1,0,65,0,detached lane house,residential,1,1,0,0,1,0,1,0,4
Changning,31.21278,121.56217,11000,1,1,1,0,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,11000,1,2,1,0,60,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
Huangpu,31.10132,121.036421,11000,2,2,1,0,60,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,11000,1,1,1,0,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.240223,121.444466,11000,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Jing'an,31.21278,121.56217,11000,2,2,1,0,100,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11000,2,1,1,0,80,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,31.217304,121.449509,11000,1,2,1,1,65,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,31.240223,121.444466,11000,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Pudong,31.21278,121.56217,11000,2,2,1,0,94,0,attached lane house,residential,1,1,1,1,1,1,0,0,6
Xuhui,31.21278,121.56217,11000,2,1,1,0,80,0,public housing,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,11000,1,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,1,0,3
Changning,31.21278,121.56217,11000,1,1,1,0,60,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,11000,1,2,1,1,80,0,detached lane house,multi-use,1,0,0,0,1,1,1,0,4
Jing'an,31.21278,121.56217,11000,1,1,1,1,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,11000,1,1,1,0,65,0,villa,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,11000,1,1,1,0,65,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,11000,1,1,1,1,65,0,attached lane house,residential,1,1,0,0,0,1,1,0,4
Changning,31.21278,121.56217,11000,2,2,1,0,82,0,public housing,residential,0,0,0,0,1,0,0,0,1
